model,dataset,format,precision,threads,artifact,median_ms,p95_ms,fps,preprocess_ms,inference_ms,postprocess_ms,size_mb,map50,map50_95,temp_start_c,temp_end_c,throttled,power_w,status
best.pt,fod-a,ncnn,fp32,4,reused,99.774,100.904,10.023,5.561,92.618,1.161,10.524,0.719,0.436,62.2,66.7,throttled=0x80000,3.96,ok
best.pt,fod-a,ncnn,fp16,4,reused,102.157,117.111,9.789,5.856,94.748,1.22,5.374,0.719,0.437,65.5,67.2,throttled=0x80000,3.84,ok
