model,dataset,format,precision,threads,artifact,median_ms,p95_ms,fps,preprocess_ms,inference_ms,postprocess_ms,size_mb,map50,map50_95,temp_start_c,temp_end_c,throttled,power_w,status
best.pt,arg-bolts-4,hailo,fp32,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,61.7,n/a,n/a,3.87,SKIPPED: Ultralytics has no fp32 export path for hailo
best.pt,arg-bolts-4,hailo,int8,2,reused,25.872,30.202,38.652,2.841,22.312,0.35,7.544,n/a,n/a,63.4,63.4,throttled=0x0,3.85,ok
